keyword,file,line_start,line_end,snippet
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,627,627,WHERE question_code = 'PED-DDL-012';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,629,629,-- PED-DDL-013: Application (pediatric urinary tract infection workup)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,634,634,WHERE question_code = 'PED-DDL-013';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,636,636,-- PED-DDL-014: Comprehension (breastfeeding physiology and benefits)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,641,641,WHERE question_code = 'PED-DDL-014';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,643,643,-- PED-DDL-015: Analysis (Kawasaki disease — diagnostic criteria)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,648,648,WHERE question_code = 'PED-DDL-015';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,650,650,-- PED-DDL-016: Application (complementary feeding introduction)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,655,655,WHERE question_code = 'PED-DDL-016';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,657,657,-- PED-DDL-017: Application (meningitis — empirical therapy by age)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,662,662,WHERE question_code = 'PED-DDL-017';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,664,664,-- PED-DDL-018: Analysis (congenital heart disease — cyanotic vs acyanotic)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,669,669,WHERE question_code = 'PED-DDL-018';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,671,671,-- PED-DDL-019: Evaluation (child abuse — recognition and reporting)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,676,676,WHERE question_code = 'PED-DDL-019';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,678,678,-- PED-DDL-020: Knowledge (newborn screening — heel prick test)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,683,683,WHERE question_code = 'PED-DDL-020';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,685,685,-- PED-DDL-021: Creation (design a follow-up protocol for premature infant)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,690,690,WHERE question_code = 'PED-DDL-021';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,693,693,-- SAUDE COLETIVA (SC-DDL-001 to SC-DDL-021)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,698,698,"-- SC-DDL-001: Knowledge (SUS principles — universality, equity, integrality)"
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,703,703,WHERE question_code = 'SC-DDL-001';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,705,705,-- SC-DDL-002: Knowledge (epidemiological surveillance — notifiable diseases)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,710,710,WHERE question_code = 'SC-DDL-002';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,712,712,-- SC-DDL-003: Comprehension (incidence vs prevalence — interpretation)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,717,717,WHERE question_code = 'SC-DDL-003';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,719,719,-- SC-DDL-004: Comprehension (sensitivity and specificity — screening tests)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,724,724,WHERE question_code = 'SC-DDL-004';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,726,726,-- SC-DDL-005: Application (outbreak investigation — steps)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,731,731,WHERE question_code = 'SC-DDL-005';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,733,733,-- SC-DDL-006: Knowledge (primary health care — ESF organization)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,738,738,WHERE question_code = 'SC-DDL-006';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,740,740,-- SC-DDL-007: Comprehension (social determinants of health)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,745,745,WHERE question_code = 'SC-DDL-007';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,747,747,-- SC-DDL-008: Application (immunization program management — cold chain)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,752,752,WHERE question_code = 'SC-DDL-008';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,754,754,-- SC-DDL-009: Application (health education — community intervention)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,759,759,WHERE question_code = 'SC-DDL-009';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,761,761,-- SC-DDL-010: Analysis (epidemiological study design selection)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,766,766,WHERE question_code = 'SC-DDL-010';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,768,768,-- SC-DDL-011: Comprehension (risk factors and levels of prevention)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,773,773,WHERE question_code = 'SC-DDL-011';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,775,775,-- SC-DDL-012: Application (occupational health — workplace hazard assessment)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,780,780,WHERE question_code = 'SC-DDL-012';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,782,782,-- SC-DDL-013: Analysis (health indicator interpretation — mortality rates)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,787,787,WHERE question_code = 'SC-DDL-013';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,789,789,-- SC-DDL-014: Application (NASF — interprofessional team planning)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,794,794,WHERE question_code = 'SC-DDL-014';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,796,796,-- SC-DDL-015: Analysis (cost-effectiveness analysis in health policy)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,801,801,WHERE question_code = 'SC-DDL-015';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,803,803,-- SC-DDL-016: Comprehension (epidemiological transition — Brazil)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,808,808,WHERE question_code = 'SC-DDL-016';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,810,810,-- SC-DDL-017: Application (environmental health — water quality assessment)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,815,815,WHERE question_code = 'SC-DDL-017';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,817,817,-- SC-DDL-018: Analysis (health system evaluation — PMAQ indicators)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,822,822,WHERE question_code = 'SC-DDL-018';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,824,824,-- SC-DDL-019: Evaluation (health policy prioritization — scarce resources)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,829,829,WHERE question_code = 'SC-DDL-019';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,831,831,-- SC-DDL-020: Application (disease notification — epidemiological report)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,836,836,WHERE question_code = 'SC-DDL-020';
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,838,838,-- SC-DDL-021: Creation (design a health surveillance protocol for endemic area)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,843,843,WHERE question_code = 'SC-DDL-021';
verification,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,846,846,-- VERIFICATION QUERY (optional — run to confirm updates)
DDL,infrastructure/supabase/migrations/013_irt_bloom_calibration.sql,855,855,-- WHERE question_code LIKE '%-DDL-%'
ENAMED,infrastructure/supabase/migrations/014_round4_flashcards.sql,3,3,-- Adds 250 new subspecialty flashcards (50 per ENAMED area)
ENAMED,infrastructure/supabase/migrations/014_round4_flashcards.sql,155,155,"(gen_random_uuid(), 'a0000001-0000-0000-0000-000000000003', 'Qual a definição de endometriose para o ENAMED?', 'A endometriose é a presença de tecido endometrial ectópico, geralmente na pelve, causando inflamação crônica e aderências. Afeta 10% das mulheres em idade reprodutiva, associada a infertilidade em 30-50% dos casos. Diagnóstico definitivo por laparoscopia, com sintomas como dismenorreia e dispareunia.', 'ginecologia_obstetricia', 'Endometriose', 'Definição', ARRAY['tecido_ectopico','infertilidade','laparoscopia']),"
ENAMED,infrastructure/supabase/migrations/015_fcr_cases_expansion.sql,6,6,--   (3 per ENAMED area) to the fcr_cases table.
IRT,infrastructure/supabase/migrations/015_fcr_cases_expansion.sql,7,7,--   All cases are AI-generated with IRT parameters.
DIF,infrastructure/supabase/migrations/016_research_psychometrics.sql,6,6,"--   algorithms (MIRT, RT-IRT, DIF, BKT, HLR, Unified)."
IRT,infrastructure/supabase/migrations/016_research_psychometrics.sql,6,6,"--   algorithms (MIRT, RT-IRT, DIF, BKT, HLR, Unified)."
MIRT,infrastructure/supabase/migrations/016_research_psychometrics.sql,6,6,"--   algorithms (MIRT, RT-IRT, DIF, BKT, HLR, Unified)."
DIF,infrastructure/supabase/migrations/016_research_psychometrics.sql,8,8,--   1. dif_analysis_results — cached DIF per item
DIF,infrastructure/supabase/migrations/016_research_psychometrics.sql,14,14,-- PART 1: DIF Analysis Results
DIF,infrastructure/supabase/migrations/016_research_psychometrics.sql,24,24,-- Group variable for DIF comparison
IRT,infrastructure/supabase/migrations/016_research_psychometrics.sql,35,35,-- Lord's Chi-Square (IRT-based)
DIF,infrastructure/supabase/migrations/016_research_psychometrics.sql,53,53,-- Indexes for DIF queries
IRT,infrastructure/supabase/migrations/016_research_psychometrics.sql,67,67,-- IRT (unidimensional)
IRT,infrastructure/supabase/migrations/016_research_psychometrics.sql,71,71,-- MIRT (5D profile)
MIRT,infrastructure/supabase/migrations/016_research_psychometrics.sql,71,71,-- MIRT (5D profile)
IRT,infrastructure/supabase/migrations/016_research_psychometrics.sql,74,74,-- Speed-Accuracy (RT-IRT)
DIF,infrastructure/supabase/migrations/016_research_psychometrics.sql,156,156,-- DIF results: readable by all authenticated users (research data)
ENAMED,infrastructure/supabase/migrations/017_fix_cip_puzzle_data.sql,514,514,"'Representação de todas as especialidades ENAMED.',"
FSRS,infrastructure/supabase/migrations/018_flashcard_review_logs.sql,1,1,-- Migration 018: Flashcard Review Logs for FSRS Optimizer
verification,infrastructure/supabase/migrations/DEPLOY_007.md,53,53,- ✅ citation_verification_audit
hallucination,infrastructure/supabase/migrations/DEPLOY_007.md,54,54,- ✅ hallucination_audit
verification,infrastructure/supabase/migrations/DEPLOY_007.md,118,118,"8. **citation_verification_audit** - Tracks citation verification (accessibility, title match, authority)"
hallucination,infrastructure/supabase/migrations/DEPLOY_007.md,119,119,9. **hallucination_audit** - Tracks AI hallucination detection for medical claims
hallucination,infrastructure/supabase/migrations/DEPLOY_007.md,151,151,4. **Review audit trails**: Examine citation verification and hallucination detection
verification,infrastructure/supabase/migrations/DEPLOY_007.md,151,151,4. **Review audit trails**: Examine citation verification and hallucination detection
DDL,infrastructure/supabase/migrations/ddl/001_ddl_core_tables.sql,2,2,-- DDL SYSTEM - CORE TABLES
IRT,infrastructure/supabase/migrations/ddl/001_ddl_core_tables.sql,35,35,-- Parametros IRT (se disponiveis)
DDL,infrastructure/supabase/migrations/ddl/002_ddl_batch_processing.sql,2,2,-- DDL BATCH PROCESSING TABLES
DDL,infrastructure/supabase/migrations/ddl/002_ddl_batch_processing.sql,3,3,-- Queue system for async DDL analysis after exam completion
DDL,infrastructure/supabase/migrations/ddl/002_ddl_batch_processing.sql,72,72,-- Link between exam attempts and DDL responses
DDL,infrastructure/supabase/migrations/ddl/002_ddl_batch_processing.sql,93,93,-- Aggregated DDL results for an exam attempt
DDL,infrastructure/supabase/migrations/ddl/002_ddl_batch_processing.sql,170,170,-- Users can view their own exam DDL data
DDL,infrastructure/supabase/migrations/ddl/002_ddl_batch_processing.sql,220,220,-- FUNCTION: Update exam DDL summary after batch completion
DDL,infrastructure/supabase/migrations/qgen/001_qgen_core_tables.sql,2,2,-- QGen-DDL DATABASE SCHEMA
ENAMED,infrastructure/supabase/migrations/qgen/001_qgen_core_tables.sql,16,16,"'ENAMED',"
IRT,infrastructure/supabase/migrations/qgen/001_qgen_core_tables.sql,58,58,"'CHILDBIRTH',         -- Sala de parto"
DIF,infrastructure/supabase/migrations/qgen/001_qgen_core_tables.sql,70,70,"'DIFFERENT_CONTEXT',    -- Correta em outro contexto"
IRT,infrastructure/supabase/migrations/qgen/001_qgen_core_tables.sql,133,133,-- IRT Parameters (se disponíveis)
IRT,infrastructure/supabase/migrations/qgen/001_qgen_core_tables.sql,534,534,-- IRT estimado
IRT,infrastructure/supabase/migrations/qgen/001_qgen_core_tables.sql,628,628,-- IRT calculado
verification,infrastructure/supabase/run_cip_migration.sql,484,484,-- Verification
IRT,infrastructure/supabase/schema.sql,71,71,-- IRT Parameters
ENAMED,infrastructure/supabase/schema.sql,116,116,"time_limit_minutes INTEGER NOT NULL DEFAULT 300, -- 5 hours for ENAMED"
SM-2,infrastructure/supabase/schema.sql,199,199,-- SM-2 state for each user-card pair
ENAMED,infrastructure/supabase/seed/01_question_banks.sql,4,4,-- ENAMED Official Questions (Historical)
ENAMED,infrastructure/supabase/seed/01_question_banks.sql,9,9,"'ENAMED Provas Oficiais 2018-2023',"
ENAMED,infrastructure/supabase/seed/01_question_banks.sql,10,10,"'Questões das provas oficiais do ENAMED aplicadas entre 2018 e 2023',"
ENAMED,infrastructure/supabase/seed/01_question_banks.sql,20,20,"'ENAMED Provas Oficiais 2010-2017',"
ENAMED,infrastructure/supabase/seed/01_question_banks.sql,21,21,"'Questões das provas oficiais do ENAMED aplicadas entre 2010 e 2017',"
ENAMED,infrastructure/supabase/seed/02_sample_questions.sql,3,3,-- 50 questions covering all 5 ENAMED areas with IRT parameters
IRT,infrastructure/supabase/seed/02_sample_questions.sql,3,3,-- 50 questions covering all 5 ENAMED areas with IRT parameters
ENAMED,infrastructure/supabase/seed/04_study_paths.sql,9,9,"'Domine os principais temas de Clínica Médica cobrados no ENAMED. Inclui Cardiologia, Endocrinologia, Pneumologia, Nefrologia e Infectologia.',"
ENAMED,infrastructure/supabase/seed/04_study_paths.sql,137,137,-- Study Path 2: Cirurgia para o ENAMED
ENAMED,infrastructure/supabase/seed/04_study_paths.sql,141,141,"'Cirurgia para o ENAMED',"
ENAMED,infrastructure/supabase/seed/04_study_paths.sql,524,524,-- Study Path 6: Preparação Intensiva ENAMED
ENAMED,infrastructure/supabase/seed/04_study_paths.sql,528,528,"'Preparação Intensiva ENAMED',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,2,2,-- ENAMED 2025 Official Questions with IRT Parameters
IRT,infrastructure/supabase/seed/05_enamed_2025_questions.sql,2,2,-- ENAMED 2025 Official Questions with IRT Parameters
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,4,4,-- Source: Microdados ENAMED 2025 + INEP Portal PDFs
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,9,9,-- Question bank for ENAMED 2025 official microdata
microdata,infrastructure/supabase/seed/05_enamed_2025_questions.sql,9,9,-- Question bank for ENAMED 2025 official microdata
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,13,13,"'ENAMED 2025 Oficial',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,14,14,"'Questões oficiais do ENAMED 2025 com parâmetros IRT calibrados',"
IRT,infrastructure/supabase/seed/05_enamed_2025_questions.sql,14,14,"'Questões oficiais do ENAMED 2025 com parâmetros IRT calibrados',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,25,25,-- Insert 96 questions from ENAMED 2025
IRT,infrastructure/supabase/seed/05_enamed_2025_questions.sql,26,26,"-- IRT Parameters: difficulty (b), discrimination (a), guessing (c), infit, outfit"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,52,52,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,70,70,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,88,88,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,106,106,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,124,124,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,142,142,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,160,160,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,178,178,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,196,196,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,214,214,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,232,232,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,250,250,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,268,268,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,286,286,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,304,304,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,322,322,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,340,340,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,358,358,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,376,376,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,394,394,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,412,412,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,430,430,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,448,448,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,466,466,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,484,484,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,502,502,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,520,520,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,538,538,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,556,556,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,574,574,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,592,592,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,610,610,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,628,628,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,646,646,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,664,664,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,682,682,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,700,700,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,718,718,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,736,736,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,754,754,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,772,772,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,790,790,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,808,808,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,826,826,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,844,844,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,862,862,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,880,880,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,898,898,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,916,916,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,934,934,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,952,952,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,970,970,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,988,988,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1006,1006,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1024,1024,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1042,1042,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1060,1060,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1078,1078,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1096,1096,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1114,1114,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1132,1132,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1150,1150,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1168,1168,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1186,1186,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1204,1204,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1222,1222,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1240,1240,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1258,1258,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1276,1276,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1294,1294,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1312,1312,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1330,1330,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1348,1348,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1366,1366,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1384,1384,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1402,1402,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1420,1420,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1438,1438,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1456,1456,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1474,1474,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1492,1492,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1510,1510,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1528,1528,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1546,1546,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
